ISBN / ASIN (Amazon ID),Link,Acquired Date,RelationshipSubtype,RelationshipType,Format,Title,Pages,Listening Length,Genres,Subgenres,Series Position,Series,(First) Author,All Authors
B00JJTUY22,https://www.amazon.com/dp/B00JJTUY22,30-Aug-14,Purchase,item_owner,Kindle eBook,Basil Moreau: Essential Writings,565,,Christian Books & Bibles,Catholicism,,,"Moreau, Basil","Basil Moreau, C. S. C. Kevin Grove, C. S. C. Andrew Gawrych, John C. Cavadini"
B0053F0PJS,https://www.amazon.com/dp/B0053F0PJS,29-Sep-16,Purchase,item_owner,Kindle eBook,Catholic Higher Education: A Culture in Crisis,464,,Christian Books & Bibles,Catholicism,,,"Morey, Melanie M.","Melanie M. Morey, John J. Piderit"
B008A07NUC,https://www.amazon.com/dp/B008A07NUC,16-Oct-13,Purchase,item_owner,Kindle eBook,Classics of Moral and Political Theory (Fifth Edition),1370,,Politics & Social Sciences,Philosophy,,,"Morgan, Michael L.",Michael L. Morgan
B0983147J3,https://www.amazon.com/dp/B0983147J3,21-Mar-23,Sharing,item_owner,Kindle eBook,The 50 Final Events in World History: The Bible’s Last Words on Earth’s Final Days,272,,Christian Books & Bibles,Theology,,,"Morgan, Robert J.",Robert J. Morgan
B0756DZ4C1,https://www.amazon.com/dp/B0756DZ4C1,8-Nov-20,Sharing,item_owner,Kindle eBook,The Tattooist of Auschwitz: A Novel,293,,Literature & Fiction,Genre Fiction,1,Tattooist of Auschwitz,"Morris, Heather",Heather Morris
B002PYFVZI,https://www.amazon.com/dp/B002PYFVZI,11-Jan-18,Purchase,item_owner,Kindle eBook,"The Saint and the Sultan: The Crusades, Islam, and Francis of Assisi's Mission of Peace",362,,Religion & Spirituality,Religious Studies,,,"Moses, Paul",Paul Moses
B0089ZMYO8,https://www.amazon.com/dp/B0089ZMYO8,10-Nov-12,Purchase,item_owner,Kindle eBook,Saint Ignatius Loyola—The Spiritual Writings: Selections Annotated & Explained (SkyLight Illuminations),288,,Christian Books & Bibles | Religion & Spirituality,Religious Studies,,,"Mossa, Mark",Mark Mossa
B005G4PMWG,https://www.amazon.com/dp/B005G4PMWG,10-Nov-12,Purchase,item_owner,Kindle eBook,Already There: Letting God Find You,179,,Christian Books & Bibles,Catholicism | Christian Living,,,"Mossa, S.J. Mark",S.J. Mark Mossa
B07B6PM25V,https://www.amazon.com/dp/B07B6PM25V,23-Apr-19,Purchase,item_owner,Kindle eBook,In Our Own Words: Religious Life in a Changing World,256,,Christian Books & Bibles,Catholicism,,,"Mousseau, Juliet","Juliet Mousseau, Sarah Kohles"
B01N5PDAWL,https://www.amazon.com/dp/B01N5PDAWL,2-Mar-17,KindleUnlimited,item_owner,Kindle eBook,Alexa: Echo Dot: How to Build A Smart Home with Alexa: Step by Step Guide to Install and Control Smart Home Devices with Alexa,22,,Computers & Technology,,,,"Muhith, K.",K. Muhith
B073Q4PS1Q,https://www.amazon.com/dp/B073Q4PS1Q,4-Jul-17,Sharing,item_owner,Kindle eBook,"MY FIRST SUMMER IN THE SIERRA (Illustrated Edition): Adventure Memoirs, Travel Sketches & Wilderness Studies",199,,Biographies & Memoirs | Science & Math,,,,"Muir, John","John Muir, Herbert W. Gleason, Charles S. Olcott"
B00H1W9I6C,https://www.amazon.com/dp/B00H1W9I6C,17-Feb-18,Purchase,item_owner,Kindle eBook,A Smarter Way to Learn JavaScript: The new approach that uses technology to cut your effort in half,256,,Computers & Technology,Web Development & Design,1,A Smarter Way to Learn,"Myers, Mark",Mark Myers
B0011GA08O,https://www.amazon.com/dp/B0011GA08O,22-Mar-12,Purchase,item_owner,Kindle eBook,"Islam: Religion, History, and Civilization",228,,History | Religion & Spirituality,Islam,,,"Nasr, Seyyed Hossein",Seyyed Hossein Nasr
B007XJ77QG,https://www.amazon.com/dp/B007XJ77QG,8-Dec-15,Purchase,item_owner,Kindle eBook,The Study Quran: A New Translation and Commentary,2048,,Religion & Spirituality,Islam,,,"Nasr, Seyyed Hossein","Seyyed Hossein Nasr, Caner K. Dagli, Maria Massi Dakake, Joseph E.B. Lumbard, Mohammed Rustom"
B07JHYGTQR,https://www.amazon.com/dp/B07JHYGTQR,20-Jun-20,Purchase,item_owner,Kindle eBook,Programming: 4 Manuscripts in 1 book : Python For Beginners - Python 3 Guide - Learn Java - Excel 2016,740,,Computers & Technology,Programming,,,"Needham, Timothy C.",Timothy C. Needham
B0CNYHVYKK,https://www.amazon.com/dp/B0CNYHVYKK,31-Dec-23,Purchase,item_owner,Kindle eBook,"How to Become a Data Analyst: My Low-Cost, No Code Roadmap for Breaking into Tech",265,,Business & Money | Computers & Technology,Programming,,,"Nelson, Annie",Annie Nelson
B000XPNVFI,https://www.amazon.com/dp/B000XPNVFI,31-Oct-10,Purchase,item_owner,Kindle eBook,The Orthodox Study Bible: Ancient Christianity Speaks to Today's World,1814,,Christian Books & Bibles,,,,"Nelson, Thomas",Thomas Nelson
B016QKX040,https://www.amazon.com/dp/B016QKX040,11-Nov-15,Purchase,item_owner,Kindle eBook,Catholic Women Speak: Bringing Our Gifts to the Table,224,,Christian Books & Bibles,Catholicism | Christian Living,,,"Network, Edited by the Catholic Women Speak",Edited by the Catholic Women Speak Network
B00SFUEXP0,https://www.amazon.com/dp/B00SFUEXP0,29-Apr-23,Purchase,item_owner,Kindle eBook,Un rabino habla con Jesús: El libro con el que Benedicto XVI dialoga en Jesús de Nazaret (Ensayo nº 344) (Spanish Edition),235,,Christian Books & Bibles,Theology,,,"Neusner, Jacob","Jacob Neusner, Juan Padilla Moreno"
B00SI0B65W,https://www.amazon.com/dp/B00SI0B65W,26-Jan-22,PublicLibraryLending,item_owner,Kindle eBook,Planetfall (A Planetfall Novel Book 1),328,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Science Fiction,1,Planetfall,"Newman, Emma",Emma Newman
B01BS7N834,https://www.amazon.com/dp/B01BS7N834,10-Feb-22,PublicLibraryLending,item_owner,Kindle eBook,After Atlas (A Planetfall Novel Book 2),377,,Science Fiction & Fantasy,Science Fiction,2,Planetfall,"Newman, Emma",Emma Newman
B07466HF8D,https://www.amazon.com/dp/B07466HF8D,24-Feb-22,PublicLibraryLending,item_owner,Kindle eBook,Before Mars (A Planetfall Novel Book 3),351,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Science Fiction,3,Planetfall,"Newman, Emma",Emma Newman
B07FS59L62,https://www.amazon.com/dp/B07FS59L62,9-Mar-22,PublicLibraryLending,item_owner,Kindle eBook,Atlas Alone (A Planetfall Novel Book 4),317,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Science Fiction,4,Planetfall,"Newman, Emma",Emma Newman
B002RKTIM2,https://www.amazon.com/dp/B002RKTIM2,3-Nov-10,Purchase,item_owner,Kindle eBook,Apologia pro Vita Sua,237,,Christian Books & Bibles,Catholicism,,,"Newman, John Henry",John Henry Newman
B008EYBEJA,https://www.amazon.com/dp/B008EYBEJA,3-Apr-13,Purchase,item_owner,Kindle eBook,Loss and Gain: Ignatius Critical Editions,433,,Literature & Fiction,,,,"Newman, John Henry","John Henry Newman, Trevor Lipscombe"
B00X47ZVXM,https://www.amazon.com/dp/B00X47ZVXM,24-Apr-23,PublicLibraryLending,item_owner,Kindle eBook,Deep Work: Rules for Focused Success in a Distracted World,287,,Business & Money | Self-Help,Job Hunting & Careers,,,"Newport, Cal",Cal Newport
B0076DDBJ6,https://www.amazon.com/dp/B0076DDBJ6,9-Oct-21,PublicLibraryLending,item_owner,Kindle eBook,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,233,,Business & Money | Self-Help,Job Hunting & Careers | Management & Leadership,,,"Newport, Cal",Cal Newport
B08LZF5TL2,https://www.amazon.com/dp/B08LZF5TL2,22-Sep-21,PublicLibraryLending,item_owner,Kindle eBook,Our Own Worst Enemy: The Assault from within on Modern Democracy,263,,Politics & Social Sciences,Politics & Government,,,"Nichols, Thomas M.",Thomas M. Nichols
B0CW1WLTM1,https://www.amazon.com/dp/B0CW1WLTM1,2-Apr-24,Purchase,item_owner,Kindle eBook,The Death of Expertise: The Campaign against Established Knowledge and Why it Matters,332,,Politics & Social Sciences,Politics & Government,,,"Nichols, Tom",Tom Nichols
B01MYCDVHH,https://www.amazon.com/dp/B01MYCDVHH,16-May-20,Purchase,item_owner,Kindle eBook,The Death of Expertise: The Campaign against Established Knowledge and Why it Matters,252,,Politics & Social Sciences,Social Sciences | Politics & Government,,,"Nichols, Tom",Tom Nichols
B088R4TLHT,https://www.amazon.com/dp/B088R4TLHT,3-Nov-21,Sharing,item_owner,Kindle eBook,At First Light (Dr. Evan Wilding Book 1),395,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,1,Dr. Evan Wilding,"Nickless, Barbara",Barbara Nickless
B01B1OGQH4,https://www.amazon.com/dp/B01B1OGQH4,11-Sep-16,Sharing,item_owner,Kindle eBook,Blood on the Tracks (Sydney Rose Parnell Book 1),386,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,1,Sydney Rose Parnell Series,"Nickless, Barbara",Barbara Nickless
B01DHWACVY,https://www.amazon.com/dp/B01DHWACVY,29-Jan-17,PublicLibraryLending,item_owner,Kindle eBook,Born a Crime: Stories from a South African Childhood,264,,Literature & Fiction | Biographies & Memoirs,Leaders & Notable People | Arts & Literature | Community & Culture,,,"Noah, Trevor",Trevor Noah
B003EO8ER0,https://www.amazon.com/dp/B003EO8ER0,26-Jan-16,Purchase,item_owner,Kindle eBook,The Scandal of the Evangelical Mind,292,,Christian Books & Bibles | History,World | Americas | Christian Living,,,"Noll, Mark A.",Mark A. Noll
B00G8ELSM6,https://www.amazon.com/dp/B00G8ELSM6,5-Jun-18,Purchase,item_owner,Kindle eBook,The Return of the Prodigal Son: A Story of Homecoming,162,,Christian Books & Bibles,Catholicism | Christian Living,,,"Nouwen, Henri J. M.",Henri J. M. Nouwen
B07DZQYCQJ,https://www.amazon.com/dp/B07DZQYCQJ,28-Jun-18,KindleUnlimited,item_owner,Kindle eBook,Tales of Aerothos: Kingsblade,86,,Literature & Fiction | Science Fiction & Fantasy,,,,"Nugent, Robert","Robert Nugent, Christopher Wagner"
B071ZFX7LN,https://www.amazon.com/dp/B071ZFX7LN,25-May-17,Purchase,item_owner,Kindle eBook,Tales of Aerothos: Knights of the Wolf,163,,Literature & Fiction | Science Fiction & Fantasy,,,,"Nugent, Robert","Robert Nugent, Christopher Wagner"
B019M9IVBE,https://www.amazon.com/dp/B019M9IVBE,21-Dec-15,Purchase,item_owner,Kindle eBook,The Fallen Banner: Part I of the Chronicles of Aerothos,507,,Literature & Fiction | Science Fiction & Fantasy,,1,The Chronicles of Aerothos,"Nugent, Robert","Robert Nugent, Christopher Wagner"
B0067VLJ38,https://www.amazon.com/dp/B0067VLJ38,25-Dec-11,Purchase,item_owner,Kindle eBook,The Ignatian Adventure: Experiencing the Spiritual Exercises of St. Ignatius in Daily Life,307,,Christian Books & Bibles,Catholicism | Christian Living,,,"O'Brien, Kevin",Kevin O'Brien
B002TWIVNA,https://www.amazon.com/dp/B002TWIVNA,21-Oct-12,Purchase,item_owner,Kindle eBook,The Things They Carried,273,,Literature & Fiction,Genre Fiction,,,"O'Brien, Tim",Tim O'Brien
B0157ZIUZE,https://www.amazon.com/dp/B0157ZIUZE,1-Feb-16,Sharing,item_owner,Kindle eBook,Little Sister (A James Palatine Novel Book 1),486,,"Literature & Fiction | Mystery, Thriller & Suspense",Thrillers & Suspense,1,James Palatine,"O'Bryen, Giles",Giles O'Bryen
B019B6VCLO,https://www.amazon.com/dp/B019B6VCLO,29-Sep-23,PublicLibraryLending,item_owner,Kindle eBook,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,254,,Politics & Social Sciences | Business & Money,Social Sciences,,,"O'Neil, Cathy",Cathy O'Neil
B00BIOG1ZU,https://www.amazon.com/dp/B00BIOG1ZU,8-Dec-13,Purchase,item_owner,Kindle eBook,Killing Jesus: A History (Bill O'Reilly's Killing Series),302,,Christian Books & Bibles | History,Americas,,Bill O'Reilly's Killing,"O'Reilly, Bill","Bill O'Reilly, Martin Dugard"
B000N2HCM4,https://www.amazon.com/dp/B000N2HCM4,23-Jan-21,Purchase,item_owner,Kindle eBook,Dreams from My Father: A Story of Race and Inheritance,466,,Politics & Social Sciences | Biographies & Memoirs,Social Sciences | Leaders & Notable People | Community & Culture,,,"Obama, Barack",Barack Obama
B000MAH5O2,https://www.amazon.com/dp/B000MAH5O2,8-Jan-12,Purchase,item_owner,Kindle eBook,The Audacity of Hope: Thoughts on Reclaiming the American Dream,384,,Politics & Social Sciences | Biographies & Memoirs,Social Sciences | Leaders & Notable People | Community & Culture | Politics & Government,,,"Obama, Barack",Barack Obama
B07MKDJP4Z,https://www.amazon.com/dp/B07MKDJP4Z,2-Jul-19,PublicLibraryLending,item_owner,Kindle eBook,"The Guarded Gate: Bigotry, Eugenics and the Law That Kept Two Generations of Jews, Italians, and Other European Immigrants Out of America",497,,History | Biographies & Memoirs,World | Americas,,,"Okrent, Daniel",Daniel Okrent
0802834655,https://www.amazon.com/dp/0802834655,10-Nov-14,Purchase,item_owner,Hardcover,Potawatomi Indian Summer,134,,,,,,"Oldenburg, E. William","E. William Oldenburg, Betty Beeby"
B006TX9XCS,https://www.amazon.com/dp/B006TX9XCS,4-Jul-14,Purchase,item_owner,Kindle eBook,Theology Brewed in an African Pot,180,,Christian Books & Bibles,Theology,,,"Orobator, Agbonkhianmeghe E.",Agbonkhianmeghe E. Orobator
B0036S4DS8,https://www.amazon.com/dp/B0036S4DS8,4-Oct-11,Purchase,item_owner,Kindle eBook,The Invisible Bridge (Vintage Contemporaries),786,,Literature & Fiction,Genre Fiction,,,"Orringer, Julie",Julie Orringer
B008Y4IBTQ,https://www.amazon.com/dp/B008Y4IBTQ,16-Aug-12,Purchase,item_owner,Kindle eBook,Digital Media Law,418,,Computers & Technology | Law,,,,"Packard, Ashley",Ashley Packard
B002RKRQEY,https://www.amazon.com/dp/B002RKRQEY,3-Nov-10,"Sharing, Purchase",item_owner,Kindle eBook,Common Sense,92,,Politics & Social Sciences | History,,,,"Paine, Thomas",Thomas Paine
B00BW3AY5K,https://www.amazon.com/dp/B00BW3AY5K,14-Nov-13,Purchase,item_owner,Kindle eBook,Good Tidings and Great Joy: Protecting the Heart of Christmas,186,,Christian Books & Bibles | Politics & Social Sciences | Biographies & Memoirs,Leaders & Notable People | Politics & Government,,,"Palin, Sarah",Sarah Palin
B00B9EO8N6,https://www.amazon.com/dp/B00B9EO8N6,25-Aug-15,FreeTrial,item_owner,Kindle eBook,Voces de Espana (World Languages),720,,Literature & Fiction | Reference,History & Criticism,,,"Paredes-Mendez, Francisca","Francisca Paredes-Mendez, Mark Harpring, Jose Ballesteros"
B07Z3NFQPD,https://www.amazon.com/dp/B07Z3NFQPD,1-Aug-20,Sharing,item_owner,Kindle eBook,Interference,401,,"Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense,,,"Parks, Brad",Brad Parks
B001NEK2Z0,https://www.amazon.com/dp/B001NEK2Z0,16-Apr-09,Purchase,item_owner,Kindle eBook,"Acts of Faith: The Story of an American Muslim, the Struggle for the Soul of a Generation",208,,Religion & Spirituality,Religious Studies | Islam,,,"Patel, Eboo",Eboo Patel
B007JCD9G4,https://www.amazon.com/dp/B007JCD9G4,27-Jan-13,Purchase,item_owner,Kindle eBook,"Sacred Ground: Pluralism, Prejudice, and the Promise of America",212,,Christian Books & Bibles | Religion & Spirituality,Theology | Christian Living | Religious Studies,,,"Patel, Eboo",Eboo Patel
1574556924,https://www.amazon.com/dp/1574556924,23-Sep-06,Purchase,item_owner,Paperback,Compendium of the Social Doctrine of the Church,480,,Christian Books & Bibles,Catholicism,,,"Peace, Pontifical Council for Justice and","Pontifical Council for Justice and Peace, United States Conference of Catholic Bishops"
0300072686,https://www.amazon.com/dp/0300072686,28-May-15,Purchase,item_owner,Hardcover,The Illustrated Jesus Through the Centuries,264,,Christian Books & Bibles,Theology,,,"Pelikan, Jaroslav",Jaroslav Pelikan
B005S748US,https://www.amazon.com/dp/B005S748US,22-Mar-22,Sharing,item_owner,Kindle eBook,Harvey Penick's Little Red Book: Lessons And Teachings From A Lifetime In Golf,178,,Sports & Outdoors,,,,"Penick, Harvey","Harvey Penick, Davis Love III"
B00457XCV8,https://www.amazon.com/dp/B00457XCV8,31-Mar-21,PublicLibraryLending,item_owner,Kindle eBook,Here Be Dragons: A Novel (Welsh Princes Trilogy Book 1),718,,Literature & Fiction | Romance,Genre Fiction,1,Welsh Princes Trilogy,"Penman, Sharon Kay",Sharon Kay Penman
B002RKSV9S,https://www.amazon.com/dp/B002RKSV9S,27-Jan-11,Sharing,item_owner,Kindle eBook,The Count of Monte Cristo,1493,,Literature & Fiction,,,,"père, Alexandre Dumas",Alexandre Dumas père
B0033E14I2,https://www.amazon.com/dp/B0033E14I2,5-Feb-11,Purchase,item_owner,Kindle eBook,Welcoming Justice: God's Movement Toward Beloved Community (Resources for Reconciliation),140,,Christian Books & Bibles,Christian Living,,,"Perkins, John M.","John M. Perkins, Charles Marsh, Philip Yancey"
B00BAXFCPO,https://www.amazon.com/dp/B00BAXFCPO,22-Apr-15,Sharing,item_owner,Kindle eBook,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",290,,"Health, Fitness & Dieting",Diseases & Physical Ailments | Diets & Weight Loss,,,"Perlmutter, David",David Perlmutter
B00BEZAY88,https://www.amazon.com/dp/B00BEZAY88,7-Jan-22,Purchase,item_owner,Kindle eBook,The Idealist,60,,Biographies & Memoirs,,,,"Peters, Justin",Justin Peters
B00DV1V7LQ,https://www.amazon.com/dp/B00DV1V7LQ,7-Mar-17,Sharing,item_owner,Kindle eBook,"Astronomy 101: From the Sun and Moon to Wormholes and Warp Drive, Key Theories, Discoveries, and Facts about the Universe (Adams 101 Series)",290,,Science & Math,,,Adams 101,"Petersen, Carolyn Collins",Carolyn Collins Petersen
B06ZYW8B2D,https://www.amazon.com/dp/B06ZYW8B2D,3-Oct-17,Sharing,item_owner,Kindle eBook,Mark of Fire (The Endarian Prophecy Book 1),304,,Literature & Fiction | Science Fiction & Fantasy,,1,The Endarian Prophecy,"Phillips, Richard",Richard Phillips
B072KK424G,https://www.amazon.com/dp/B072KK424G,17-May-18,Sharing,item_owner,Kindle eBook,Prophecy's Daughter (The Endarian Prophecy Book 2),304,,Literature & Fiction | Science Fiction & Fantasy,,2,The Endarian Prophecy,"Phillips, Richard",Richard Phillips
B074H8YWXP,https://www.amazon.com/dp/B074H8YWXP,17-May-18,Sharing,item_owner,Kindle eBook,Curse of the Chosen (The Endarian Prophecy Book 3),254,,Literature & Fiction | Science Fiction & Fantasy,,3,The Endarian Prophecy,"Phillips, Richard",Richard Phillips
B01MRE0XOM,https://www.amazon.com/dp/B01MRE0XOM,13-Jun-17,Purchase,item_owner,Kindle eBook,"Liberalism Safe for Catholicism?, A: Perspectives from The Review of Politics (REVIEW OF POLITICS Series)",592,,Christian Books & Bibles | Politics & Social Sciences,Philosophy | Catholicism | Politics & Government,,,"Philpott, Daniel","Daniel Philpott, Ryan T. Anderson"
B003WUYQ8M,https://www.amazon.com/dp/B003WUYQ8M,1-Jan-13,Purchase,item_owner,Kindle eBook,How to Manage Conflict: Turn All Conflicts into Win-Win Outcomes,120,,Politics & Social Sciences | Business & Money,Social Sciences | Management & Leadership,,,"Pickering, Peg",Peg Pickering
B07QDSTM6M,https://www.amazon.com/dp/B07QDSTM6M,3-Feb-20,Sharing,item_owner,Kindle eBook,Hide Away (A Rachel Marin Thriller Book 1),413,,"Literature & Fiction | Mystery, Thriller & Suspense",Mystery | Genre Fiction | Thrillers & Suspense,1,Rachel Marin Thrillers,"Pinter, Jason",Jason Pinter
B009D17FZ0,https://www.amazon.com/dp/B009D17FZ0,25-Nov-14,Purchase,item_owner,Kindle eBook,Book Was There: Reading in Electronic Times,208,,Literature & Fiction,History & Criticism,,,"Piper, Andrew",Andrew Piper
B004JHYTDE,https://www.amazon.com/dp/B004JHYTDE,21-Apr-15,Purchase,item_owner,Kindle eBook,Accounting Made Simple: Accounting Explained in 100 Pages or Less (Financial Topics in 100 Pages or Less),115,,Business & Money,,,Financial Topics in 100 Pages or Less,"Piper, Mike",Mike Piper
B002RKSTWM,https://www.amazon.com/dp/B002RKSTWM,13-Feb-11,Sharing,item_owner,Kindle eBook,The Republic,709,,Literature & Fiction | Politics & Social Sciences,Philosophy | Politics & Government,,,Plato,Plato
